,shop_name,d1,d2
0,롯데마트천안성정,충남,천안시
0,홈플러스마산양덕,경남,창원시
0,캐슬플라자,서울,송파구
0,분당미금아울렛,경기,성남시
0,의정부가능역점,경기,의정부시
0,홈플러스강서,서울,강서구
0,서천,충남,서천군
0,홈플러스인하,인천,남구
0,인천원당,인천,서구
0,대림역,서울,영등포구
0,화성태안,경기,화성시
0,롯데마트웅상,경남,양산시
0,원주무실,강원,원주시
0,영월,강원,영월군
0,김해북부,경남,김해시
0,인천당하,인천,서구
0,전주메가월드,전북,전주시
0,대구칠곡매천,대구,북구
0,청도,경북,청도군
0,김천EXP,경북,김천시
0,성남상대원,경기,성남시
0,일산대화,경기,고양시
0,음성,충북,음성군
0,화성발안,경기,화성시
0,롯데마트서대전,대전,유성구
0,롯데마트의왕,경기,의왕시
0,롯데마트첨단,광주,광산구
0,제천청전,충북,제천시
0,안양비산,경기,안양시
0,NC청주,충북,청주시
0,홈플러스시화,경기,시흥시
0,일산중산,경기,고양시
0,횡성,강원,횡성군
0,예천,경북,예천군
0,대전역사,대전,동구
0,롯데마트사하,부산,사하구
0,롯데마트오산,경기,오산시
0,롯데마트주엽,경기,고양시
0,롯데마트충주,충북,충주시
0,금강휴게소,충북,옥천군
0,광주송정,광주,광산구
0,구미진평,경북,구미시
0,대구동서변,대구,북구
0,구미원평,경북,구미시
0,순천시청,전남,순천시
0,서울역광장,서울,용산구
0,서울역사,서울,용산구
0,구미도량,경북,구미시
0,양구,강원,양구군
0,A.G선수촌,부산,해운대구
0,홈플러스금천,서울,금천구
0,군산대학,전북,군산시
0,파주법원,경기,파주시
0,수원율현,경기,수원시
0,천안두정,두정역에서,"100M,"
0,부산대연,부산,남구
0,안산역사,경기,안산시
0,시흥제일,경기,시흥시
0,강릉교동,강원,강릉시
0,양산중부,경남,양산시
0,군포당동,경기,군포시
0,경남합천,경남,합천군
0,제주공항,제주,제주시
0,포항죽도,경북,포항시
0,홈플러스아시아드,부산,연제구
0,안산제일,경기,안산시
0,대천광장,충남,보령시
0,대구칠곡구암,대구,북구
0,포항두호,경북,포항시
0,대구퀸스로드,대구,서구
0,분당미금,경기,성남시
0,마산호계,경남,창원시
0,인천연희D/T,인천,서구
0,안성중앙,경기,안성시
0,종각역,서울,종로2가
0,수원역광장,경기,수원시
0,목포상동,전남,목포시
0,부천상동,경기,부천시
0,서울랜드2호,경기,과천시
0,울산화정,울산,동구
0,GS천안,충남,천안시
0,봉일천,경기,파주시
0,시흥연성,경기,시흥시
0,응암오거리,서울,은평구
0,대구다사,죽곡,우리은행
0,경상대학,경남,진주시
0,광주용봉,광주,북구
0,부산주례역,주례역,1번출구
0,대구방촌,대구,동구
0,대전비래,대전,대덕구
0,야탑역,야탑역4번출구,야탑광장
0,청주금천,충북,청주시
0,동인천역전,인천,중구
0,울산호계,울산,북구
0,대전신성,대전시,유성구
0,안산신도시,경기,안산시
0,경주안강,경북,경주시
0,장안사거리,서울,동대문구
0,대전가장,대전,서구
0,대구논공,대구,달성군
0,대구나이스수성,대구,수성구
0,안동옥동,경북,안동시
0,대구안지랑,대구,남구
0,양평,경기,양평군
0,창원팔용,창원시,의창구
0,천안신방,충남,천안시
0,여수신기,전남,여수시
0,경남창녕,경남,창녕군
0,시흥시화,경기,시흥시
0,인천청천,대우자동차,서문
0,혜화,서울,종로구
0,금왕,충북,음성군
0,염창,서울,강서구
0,구미오태D/T,경북,구미시
0,안산초지,경기,안산시
0,울산온산,울산,울주군
0,울산태화,울산,중구
0,광주금호,광주,서구
0,의정부용현,경기,의정부시
0,단구GS마트,강원,원주시
0,안양역사,경기,안양시
0,홈플러스센텀시티,부산,해운대구
0,부산안락,부산,동래구
0,남양주청학,경기,남양주시
0,동암남부,동암남로,5
0,포항흥해,경북,포항시
0,창원도계,경남,창원시
0,일산탄현,경기,고양시
0,홈플러스동수원,경기,수원시
0,광양,전남,광양시
0,명지대학,서울시,서대문구
0,개봉역,서울,구로
0,롯데마트울산,울산,남구
0,양산덕계,경남,양산시
0,삼천포벌리,경남,사천시
0,광주하남,광주광역시,광산구
0,인천강화,인천,강화군
0,광주진월,광주,남구
0,궁전라벤더,대구,동구
0,익산부송,전북,익산시
0,전주아중,전북,전주시
0,울진D/I,경북,울진군
0,대전중촌,대전,중구
0,장현,경기,남양주시
0,인천용현,인천,남구
0,금촌로터리,경기,파주시
0,남부터미널,서울,서초구
0,하남신장,경기,하남시
0,홈플러스울산,울산,중구
0,킴스순천,전남,순천시
0,화성남양,화성시,남양동
0,안산본오,경기,안산시
0,인천작전,인천,계양구
0,천안쌍용,충남,천안시
0,수원터미널,경기,수원시
0,부산아쿠아리움,부산,해운대구
0,석관,서울,성북구
0,신김포공항,서울,강서구
0,홈플러스구월,인천,남동구
0,청주하복대,충북,청주시
0,인천학익,인천,남구
0,시흥중앙,서울,금천구
0,부산터미날1호,부산,금정구
0,청주대학,충북,청주시
0,원주하나로,단계동,원예하나로
0,삼척,강원,삼척시
0,수원권선,경기,수원시
0,양주덕정,경기,양주시
0,시흥은행,경기,시흥시
0,대전송촌,대전,대덕구
0,공주신관,충남,공주시
0,군산나운,전북,군산시
0,광주오치,광주,광역시
0,울산범서,울산,울주군
0,일산마두,경기,고양시
0,평택안중,경기,평택시
0,해남,전남,해남군
0,고성,경남,고성군
0,까치산역,까치산역3번출구에서,50미터
0,대전송강,대전,유성구
0,김해진영,경남,김해시
0,강원대학,강원,춘천시
0,구미동아,경북,구미시
0,청주사천,충북,청주시
0,경산사동,경북,경산시
0,대구신당,대구,달서구
0,북비산,대구,서구
0,창원대학,경남,창원시
0,신림녹두,서울,관악구
0,일동,경기,포천시
0,충주칠금,충북,충주시
0,안산한양대,경기,안산시
0,진천,충북,진천군
0,홈플러스거제,경남,거제시
0,구로가산,서울,금천구
0,청주분평,충북,청주시
0,창원대방,경남,창원시
0,대전노은,대전,유성구
0,안산D/T,경기,안산시
0,대전갈마,대전,서구
0,경주황성,경북,경주시
0,성환,충남,천안시
0,포항양덕,경북,포항시
0,월드점,잠실,키자니아
0,광주운남,광주,광산구
0,인천남동구청,인천,남동구
0,청주사창,충북,청주시
0,아차산역,서울,광진구
0,광양중동,전남,광양시
0,울산터미널,울산,남구
0,태안,충남,태안군
0,탑마트신다대,부산,사하구
0,인천연수,인천,연수구
0,계룡,충남,계룡시
0,동수원,경기,수원시
0,진주상대,경남,진주시
0,대구화원,대구,달성군
0,시흥정왕,경기,시흥시
0,청주율량,충북,청주시
0,거제옥포,경남,거제시
0,여천,전남,여수시
0,춘천명동EXP,강원,춘천시
0,경안제일,경기,광주시
0,쌍문역,서울,도봉구
0,광주일곡,광주,북구
0,순천금당,전남,순천시
0,GS마트상계,서울,노원구
0,신부여,충남,부여군
0,부천고강,경기,부천시
0,전곡,경기,연천군
0,안양,경기,안양시
0,마석,경기,남양주시화도읍
0,나주,전남,나주시
0,철원동송,강원,철원군
0,부산반여,부산,해운대구
0,대구평리,대구,서구
0,목동사거리,서울,양천구
0,전주효자CGV,전북,전주시
0,서산터미날,충남,서산시
0,대구북부터미날,대구,서구
0,사천,경남,사천시
0,인천부개,인천,부평구
0,신평탑마트,부산,사하구
0,세이브마트,서울,관악구
0,옥천,충북,옥천군
0,남해,경남,남해군
0,대구용산,대구,달서구
0,인천옥련,인천,연수구
0,광주봉선,광주,남구
0,부산대신,부산,서구
0,청주개신,충북,청주시
0,천안백석,천안시,서북구
0,주안고려,인천,남구
0,청주용암,충북,청주시
0,광주염주,광주,서구
0,연신내역,서울,은평구
0,인천구월,모래내시장,"입구,롯데캐슬"
0,금산,충남,금산군
0,인천병방,인천,계양구
0,홍천,강원,홍천군
0,여주,경기,여주시
0,마천,서울,송파구
0,영대병원,대구,남구
0,전주서신,전북,전주시
0,포항오천,경북,포항시
0,충북영동,충북,영동군
0,신탄진,대전시,대덕구
0,인천계양,인천,계양구
0,노원역,서울,노원구
0,증평,충북,증평군
0,강변씨네마,서울,광진구
0,점촌,경북,문경시
0,구포,부산,북구
0,금호,서울,성동구
0,강변테크노,서울,광진구
0,영도남항,남항동,농협
0,팔달시장,대구,북구
0,면목중앙,서울,중랑구
0,대전타임월드,대전,서구
0,평택중앙,경기,평택시
0,부산장림,부산,사하구
0,김해어방,경남,김해시
0,북마산,경남,창원시
0,광주충장,광주,동구
0,인천신기,인천,남구
0,제주시청,제주,제주시
0,포천,경기,포천시
0,김제,전북,김제시
0,순천연향,순천연향동,동부
0,경북왜관,경북,칠곡군
0,수원화서,경기,수원시
0,대구대곡,대구,달서구
0,영도동삼,부산,영도구
0,원주우산,강원,원주시
0,구서,부산,금정구
0,창원용호,경남,창원시
0,구로시장,서울,구로구
0,홍성,충남,홍성군
0,하양,경북,경산시
0,대구계명,대구,남구
0,구미인동,경북,구미시
0,영천시장,경북,영천시
0,대전도마,대전,서구
0,대전은행,대전시,중구
0,문현,부산,남구
0,광주터미널,광주,서구
0,용인터미널,경기,용인시
0,구미형곡,경북,구미시
0,대전중동,대전시,동구
0,동두천,경기,동두천시
0,거창,경남,거창군
0,통영,경남,통영시
0,인천백운,인천,부평구
0,하남덕풍,경기,하남시
0,언양,울산,울주군
0,신제주,제주,제주시
0,덕천,부산,북구
0,제물포,인천,남구
0,산본중앙,경기,군포시
0,대구복현,대구,북구
0,대구지산,대구,수성구
0,대구효목,대구,수성구
0,양주리치마트,경기,양주시
0,예산,충남,예산군
0,울산대학,울산,남구
0,논산,논산,터미널
0,남원,전북,남원시
0,부천원미,경기,부천시
0,대구봉덕,대구,남구
0,부천원종,부천시,오정구
0,정읍,전북,정읍시
0,롯데부산본점시네마,부산,부산진구
0,부산비프광장,부산,중구
0,신갈,경기,용인시
0,강릉터미날,강원,강릉시
0,보은,충북,보은군
0,김해부원,경남,김해시
0,화곡시장,서울,강서구
0,상주,경북,상주시
0,대구만촌,대구,수성구
0,부산용호,부산,남구
0,양산,경남,양산시
0,대천,충남,보령시
0,동대구,대구,동구
0,금촌,금촌역,일방통행길
0,여수중앙,전남,여수시
0,공주,충남,공주시
0,대구신암,대구,동구
0,군산,전북,군산시
0,안산선부,경기,안산시
0,대구감삼,대구,서구
0,대구상인,대구,달서구
0,안산상록수,경기,안산시
0,둔산선사,대전광역시,서구
0,부천송내,경기,부천시
0,마산창동,경남,창원시
0,속초,강원도,속초시
0,부산진역,부산,동구
0,성대시장,서울시,동작구
0,서귀포,제주,서귀포시
0,경산,경북,경산시
0,응암,서울,은평구
0,석계,서울,노원구
0,온양,충남,아산시
0,성남신흥,경기,성남시
0,부산연산,부산,연제구
0,인천계산,인천,계양구
0,순천,전남,순천시
0,수원매탄,경기,수원시
0,구로디지털역,서울,관악구
0,대전동부,대전,동구
0,영주,경북,영주시
0,대전버드내,대전,중구
0,구미,경북,구미시
0,부산양정,부산,부산진구
0,불광,서울,은평구
0,광주금남로,광주,광역시
0,충주,충북,충주시
0,제천,제천시,중앙로1가
0,원당,경기,고양시
0,춘천명동,강원,춘천시
0,길동,서울,강동구
0,포항,경북,포항시
0,마들역,서울,노원구
0,언더랜드,서울,송파구
0,서울랜드점,경기,과천시
0,소공2호,서울,중구
0,동서울터미널,서울,광진구
0,봉천,서울,관악구
0,강릉,강원,강릉시
0,원주일산,강원,원주시
0,성남,경기,성남시
0,대전중앙,대전광역시,중구
0,홈서비스과천,경기,과천시
0,홈서비스부암(부산역),부산,부산진구
