,기업명,기업코드,현재가,매도호가,전일대비,매수호가,등락률,전일가,거래량,시가,거래대금,고가,액면가,저가,상한가,전일상한,하한가,전일하한,PER,EPS,52주 최고,52주 최저,시가총액,상장주식수,외국인현재,자본금
42,삼영화학공업,3720,3255,3260,65,3255,-1.96,3320,784282,3310,2584,3375,500,3255,4315,4390,2325,2370,250.38,13,4760,1575,1107,34000000,705,17000
43,삼호개발,10960,6110,6110,70,6100,-1.13,6180,174923,6210,1065,6210,500,6020,8030,8060,4330,4340,7.97,767,7280,3800,1528,25000000,1314,12500
44,상상인증권,1290,1255,1255,5,1250,-0.40,1260,92222,1260,114,1265,1000,1225,1635,1635,885,885,46.48,27,1610,950,1218,97069134,1254,98372
45,선진,136490,15700,15750,300,15700,-1.87,16000,94022,15950,1475,16000,500,15500,20800,20700,11200,11200,4.23,3709,22700,9250,3733,23779604,3445,11889
46,세기상사,2420,6160,0,0,0,0.00,6160,0,0,0,0,500,0,8000,8000,4320,4320,-16.74,-368,65500,60100,251,4075920,39,2037
47,세방전지,4490,87400,87400,2300,87300,-2.56,89700,87012,89500,7654,89600,500,87400,116500,117000,62800,63100,15.86,5511,146500,26200,12236,14000000,3562,7000
48,세아제강지주,3030,78300,78700,800,78300,-1.01,79100,21443,78200,1697,80400,5000,77800,102500,103500,55400,56000,11.86,6602,88800,38600,3243,4141657,227,20708
49,신한알파리츠,293940,8000,8000,80,7950,+1.01,7920,66839,7910,527,8000,784,10250,10200,5550,5510,77.67,103,8840,6420,4186억원,523301,888천주,52330,5
50,신한지주,55550,39150,39200,900,39150,-2.25,40050,1850366,40250,72802,40250,5000,38800,52000,51600,28050,27800,5.49,7126,43250,27100,202249,516599554,310714,2608176
51,쌍용자동차,3620,2770,0,0,0,0.00,2770,0,0,0,0,5000,0,3600,3600,1940,1940,-1.05,-2650,6200,2485,4151,149840002,114734,749200
52,쎌마테라퓨틱스,15540,6410,0,0,0,0.00,6410,0,0,0,0,500,0,8330,8330,4490,4490,-3.71,-1729,10200,5220,862,13452340,85,6726
53,에스디바이오센서,137310,56400,56500,600,56400,+1.08,55800,913248,55700,50756,56700,500,54900,72500,73300,39100,39500,8.55,6597,66700,54900,58245,103271353,1834,51635
54,에이블씨엔씨,78520,8960,8960,110,8950,-1.21,9070,47983,9140,430,9140,500,8920,11750,11750,6350,6350,-2.91,-3077,13000,7010,2422,27033459,3075,13516
55,영화금속,12280,2205,2210,40,2205,-1.78,2245,2190183,2245,4842,2270,500,2170,2915,2960,1575,1600,-8.45,-261,3150,1515,1177,53394505,326,27569
56,오뚜기,7310,539000,539000,1000,536000,-0.19,540000,4588,540000,2459,540000,5000,534000,702000,686000,378000,370000,20.44,26373,627000,520000,19792,3671981,468,18359
57,오리엔트바이오,2630,1270,1270,20,1265,-1.55,1290,420008,1290,535,1305,500,1260,1675,1655,905,895,-9.41,-135,2620,717,1506,118583005,872,59291
58,우진,105840,9230,9230,220,9220,+2.44,9010,1212695,9020,11150,9410,500,8880,11700,12050,6310,6510,10.73,860,12300,3325,1876,20323614,203,10161
59,윌비스,8600,2355,2360,25,2355,-1.05,2380,714784,2375,1694,2400,1000,2350,3090,3045,1670,1645,-51.20,-46,2965,1055,1549,65771912,1725,71418
60,유나이티드,33270,53200,53300,200,53200,-0.37,53400,108140,53700,5735,53700,500,52600,69400,68200,37400,36800,35.82,1485,112000,24250,8642,16244822,966,8122
61,이월드,84680,3425,3430,50,3425,-1.44,3475,432226,3440,1482,3490,1000,3410,4515,4565,2435,2465,-35.31,-97,4250,2850,3734,109028416,1635,109028
62,인지컨트롤스,23800,15550,15600,250,15550,-1.58,15800,85765,15700,1343,15950,500,15500,20500,20450,11100,11050,-160.31,-97,29300,5030,2357,15160128,311,7580
63,인터지스,129260,3720,3725,145,3720,-3.75,3865,293766,3875,1102,3890,500,3590,5020,5040,2710,2720,12.04,309,5450,2270,1107,29747874,477,14873
64,일성건설,13360,3540,3550,160,3540,-4.32,3700,1753045,3640,6326,3785,500,3500,4810,5170,2590,2790,78.67,45,4925,851,1912,54024880,34609,27012
65,일진다이아,81000,47300,47300,200,47250,-0.42,47500,205513,47550,9774,48600,1000,46900,61700,60800,33250,32800,240.10,197,70200,38900,6718,14202975,226,14202
66,자화전자,33240,19800,19800,100,19750,-0.50,19900,57235,19900,1132,20100,500,19650,25850,26050,13950,14050,20.89,948,25450,10100,3544,17900000,1744,8950
67,제일약품,271980,41600,41650,50,41600,-0.12,41650,22442,42000,932,42000,500,41250,54100,53100,29200,28600,343.80,121,119000,37600,6117,14704872,401,7352
68,제일파마홀딩스,2620,21300,21300,100,21100,+0.47,21200,8942,21250,188,21350,500,20850,27550,27400,14850,14800,41.68,511,33000,17150,3402,15973355,1563,7986
69,조비,1550,32850,32900,6000,32850,+22.35,26850,5415977,27800,170092,33900,5000,26650,34900,33700,18800,18200,43.68,752,29900,16550,1706,5192239,147,25961
70,조흥,2600,192000,194500,500,192000,-0.26,192500,139,193000,26,196500,5000,192000,250000,250500,135000,135500,8.70,22059,223500,142000,1152,600000,0,3000
71,종근당홀딩스,1630,100500,101000,1500,100500,-1.47,102000,11962,102000,1207,102500,2500,100500,132500,132500,71500,71500,7.04,14277,156000,95500,5035,5009861,470,12524
72,지역난방공사,71320,42350,42400,200,42350,-0.47,42550,6620,42850,280,42850,5000,42200,55300,54500,29800,29400,15.06,2812,48200,33000,4904,11578744,183,57893
73,코오롱인더,120110,80900,80900,300,80800,-0.37,81200,305092,81300,24742,82500,5000,80200,105500,104000,56900,56200,26.81,3018,85700,31300,21826,26978840,5410,134894
74,키다리스튜디오,20120,16900,16950,400,16900,+2.42,16500,208092,16450,3477,17100,500,16200,21450,20900,11550,11300,296.49,57,20850,7200,5601,33141832,372,16570
75,태경산업,15890,6720,6730,220,6720,-3.17,6940,1041781,6980,7234,7130,500,6700,9020,8990,4860,4850,35.94,187,8200,4700,1964,29228750,641,14614
76,태양금속공업,4100,1620,1625,10,1620,-0.61,1630,170680,1640,277,1650,500,1615,2115,2095,1145,1135,-16.36,-99,2055,952,595,36700000,789,18350
77,포스코,5490,366500,367000,7500,366500,+2.09,359000,653658,362000,239079,368000,5000,360500,466500,477500,251500,257500,14.32,25594,413500,183500,319540,87186835,47377,482403
78,포스코강판,58430,69600,69600,0,69500,0.00,69600,130330,70500,9178,71900,5000,69100,90400,92100,48800,49700,26.72,2605,88000,11800,4176,6000000,67,30000
79,하이트론씨스템즈,19490,7310,7310,240,7300,-3.18,7550,66584,7550,493,7670,2500,7250,9810,9690,5290,5230,-1.82,-4015,12400,2190,535,7321344,86,18303
80,한국공항,5430,46200,46200,400,46150,-0.86,46600,7957,46650,366,46950,5000,45800,60500,60400,32650,32550,-3.52,-13107,58700,29200,1463,3166355,159,15831
81,한국패러랠,168490,2030,2030,5,2025,+0.25,2025,53959,2030,109,2030,202,2630,2625,1420,1415,N/A,N/A,2035,1885,1624억원,800200,0천주,400100,5
82,한솔로지스틱스,9180,4095,4100,105,4095,-2.50,4200,628626,4215,2584,4215,500,4050,5460,5540,2940,2990,10.64,385,5750,1775,1125,27477425,918,14340
83,한일철강,2220,2990,2990,0,2985,0.00,2990,68613,3030,206,3050,500,2980,3885,3900,2095,2100,23.73,126,4185,1600,798,26697460,680,13348
84,한창제지,9460,2460,2470,70,2460,-2.77,2530,662745,2535,1648,2550,500,2445,3285,3330,1775,1800,12.68,194,3170,1805,1468,59667486,919,29833
85,한화생명,88350,3395,3395,50,3390,-1.45,3445,2732414,3450,9290,3460,5000,3370,4475,4455,2415,2405,6.30,539,4590,1440,29487,868530000,62673,4342650
86,현대건설,720,54700,54700,200,54600,-0.36,54900,427302,54800,23404,55300,5000,54500,71300,72000,38500,38800,49.46,1106,61900,29300,60912,111355765,23280,556778
87,현대건설기계,267270,56500,56600,2100,56500,-3.58,58600,189150,58600,10758,58700,5000,55900,76100,76000,41100,41000,28.39,1990,68200,21400,11131,19700793,4495,98503
88,현대비앤지스틸,4560,22400,22400,600,22350,-2.61,23000,297877,22950,6744,23200,5000,22350,29900,28750,16100,15550,8.95,2503,27700,7020,3378,15078811,738,75394
89,현대엘리베이터,17800,54000,54000,1200,53900,+2.27,52800,549306,52800,29386,54200,5000,52200,68600,68900,37000,37100,19.69,2742,57800,36950,22040,40815191,11350,212235
90,현대차증권,1500,12750,12750,150,12700,-1.16,12900,77790,12850,991,12900,5000,12700,16750,16700,9050,9000,4.90,2603,16750,9260,4018,31512562,1159,157562
91,호전실업,111110,13550,13550,100,13500,+0.74,13450,20226,13450,272,13700,500,13450,17450,17550,9450,9450,-7.39,-1833,17200,7560,1084,8000000,294,4657
92,EDGC,245620,4860,4860,90,4855,-1.82,4950,556945,5000,2717,5000,100,4825,6430,6510,3465,3510,-33.06,-147,20600,4545,4064,83630075,8321,8363
93,ES큐브,50120,5810,5840,240,5810,-3.97,6050,78518,6060,464,6120,5000,5710,7860,7650,4240,4130,-4.67,-1245,7280,530,788,13564086,578,69092
94,JW신약,67290,4955,4960,30,4955,+0.61,4925,98988,4925,486,4960,500,4875,6400,6390,3450,3445,-76.23,-65,7600,4590,2177,43936858,711,21968
95,KB오토시스,24120,7740,7750,90,7740,-1.15,7830,30942,7850,240,7850,500,7690,10150,10150,5490,5490,29.10,266,14400,5790,890,11500000,3426,5750
96,KH바텍,60720,22000,22050,50,22000,-0.23,22050,261837,21900,5752,22250,500,21750,28650,29350,15450,15850,-28.72,-766,26200,16250,5208,23673903,2162,11836
97,UCI,38340,445,0,0,0,0.00,445,0,0,0,0,500,0,578,578,312,312,-1.01,-441,3615,394,166,37397367,1060,18748
98,YW,51390,4550,4560,150,4550,-3.19,4700,105650,4700,487,4700,500,4535,6110,6150,3290,3315,16.49,276,5710,3460,517,11355368,246,5677
99,강스템바이오텍,217730,6030,6030,80,6020,-1.31,6110,80099,6090,483,6140,500,6000,7940,7850,4280,4230,-9.32,-647,9710,5370,1541,25561688,297,12780
100,경창산업,24910,2805,2805,45,2800,-1.58,2850,66022,2850,185,2850,500,2780,3705,3655,1995,1975,7.30,384,3495,995,1005,35819005,662,17909
101,교보9호스팩,331520,2225,2225,15,2220,-0.67,2240,31609,2250,70,2250,100,2215,2910,2910,1570,1570,-171.15,-13,3605,1990,86,3880000,42,388
102,국순당,43650,8370,8370,50,8360,-0.59,8420,31706,8430,264,8430,500,8270,10900,10900,5900,5890,6.93,1207,9400,3830,1495,17858304,221,8929
103,국일제지,78130,5210,5220,100,5210,-1.88,5310,901626,5310,4721,5320,100,5200,6900,6850,3720,3690,-127.07,-41,6980,4170,6641,127468093,4283,12746
104,그리티,204020,3675,3675,40,3670,-1.08,3715,77659,3755,287,3755,500,3660,4825,4860,2605,2620,-45.37,-81,4610,2650,740,20147430,1687,10393
105,까스텔바작,308100,13850,13900,300,13850,-2.12,14150,47749,14150,666,14300,500,13800,18350,18300,9950,9900,16.10,860,17550,8460,914,6596700,127,3298
106,나노브릭,286750,7980,7980,40,7920,-0.50,8020,6593,8020,53,8070,500,7920,10400,10300,5620,5580,215.68,37,25750,7720,742,9302068,0,4651
107,나노스,151910,6360,6370,10,6360,+0.16,6350,295134,6350,1845,6390,100,6190,8250,8250,4450,4450,-205.16,-31,12400,3165,9453,148625347,401,14862
108,네오리진,94860,1925,1925,15,1920,+0.79,1910,361512,1900,689,1930,100,1880,2480,2385,1340,1285,-87.50,-22,4060,1535,1033,53678041,939,5367
109,네오위즈,95660,25950,26000,350,25950,-1.33,26300,215455,26500,5632,26500,500,25900,34150,34800,18450,18800,8.35,3106,32800,20450,5718,22033719,3445,11016
110,네오티스,85910,5130,5130,100,5120,+1.99,5030,125260,5060,638,5150,500,5030,6530,6550,3530,3530,160.31,32,6050,3505,656,12781259,1245,6390
111,네이처셀,7390,27450,27500,1150,27450,-4.02,28600,2790541,28050,76434,28400,500,26550,37150,36650,20050,19750,-77.54,-354,49200,7770,16856,61406455,2927,30703
112,녹십자셀,31390,39600,39650,300,39600,-0.75,39900,46541,39900,1847,40050,500,39500,51800,51700,27950,27900,151.15,262,67900,37000,5022,12681216,870,6340
113,농우바이오,54050,14050,14050,100,14000,+0.72,13950,474423,14050,6616,14200,500,13650,18100,17550,9800,9450,25.13,559,16050,9600,2252,16030561,213,8015
114,뉴인텍,12340,4105,4110,80,4105,-1.91,4185,392229,4195,1633,4245,500,4080,5440,5320,2930,2870,164.20,25,5480,1560,1233,30044502,216,15022
115,대봉엘에스,78140,10900,10950,50,10900,-0.46,10950,18907,11000,206,11000,500,10800,14200,14150,7700,7650,22.47,485,16200,9300,1208,11086579,275,5543
116,대유,290380,9490,9500,290,9490,+3.15,9200,945246,9210,8922,9660,500,9060,11950,11650,6440,6290,24.15,393,17500,8600,1344,14166600,285,7083
117,대유에이피,290120,8080,8140,90,8080,-1.10,8170,30160,8190,243,8190,500,8000,10600,10550,5720,5710,13.81,585,9510,6000,919,11371552,251,5685
118,대주산업,3310,2775,2775,20,2770,+0.73,2755,474404,2750,1313,2810,500,2730,3580,3525,1930,1905,28.32,98,3255,1610,982,35392350,117,18696
119,대한그린파워,60900,2240,2245,30,2240,-1.32,2270,919097,2290,2058,2290,100,2220,2950,2865,1590,1545,-16.00,-140,3060,611,3537,157913743,709,15791
120,대한약품,23910,32350,32350,150,32300,-0.46,32500,8670,32250,280,32700,500,32200,42250,42100,22750,22700,12.47,2595,47700,29000,1941,6000000,1017,3000
121,동구바이오제약,6620,9320,9320,170,9310,-1.79,9490,124320,9500,1164,9500,500,9320,12300,12100,6650,6540,33.41,279,47500,9020,2653,28464992,115,14232
122,디에이테크놀로지,196490,6280,6280,120,6260,+1.95,6160,203143,6160,1251,6300,2500,6060,8000,7930,4320,4270,-4.14,-1516,8670,1265,1499,23862607,643,59656
123,디에이피,66900,4360,4370,10,4360,-0.23,4370,57908,4375,254,4450,500,4340,5680,5840,3060,3150,41.13,106,5350,2700,992,22744503,226,11372
124,디엔에이링크,127120,4725,4730,205,4725,-4.16,4930,161505,4905,773,4985,500,4715,6400,6480,3455,3495,-5.35,-883,33650,3605,775,16393692,105,8196
125,디엔에프,92070,29850,29900,1700,29850,+6.04,28150,566100,28450,16706,30250,500,28100,36550,36750,19750,19850,19.59,1524,31750,11800,3212,10761828,1099,5380
126,디자인,227100,16700,16750,800,16700,-4.57,17500,211929,17950,3595,17950,500,16500,22750,24050,12250,12950,-3.31,-5039,21200,5830,785,4700921,91,2334
127,디지틀조선,33130,3795,3800,80,3795,+2.15,3715,1235799,3740,4708,3925,500,3690,4825,4825,2605,2605,90.36,42,6590,2435,1409,37115267,583,18557
128,룽투코리아,60240,6650,6650,160,6630,-2.35,6810,124817,6800,833,6830,500,6600,8850,8850,4770,4770,100.76,66,8760,4445,1691,25429284,11626,13064
129,링크제니시스,219420,10150,10150,1010,10100,+11.05,9140,5778793,9750,60094,11650,100,9450,11850,11600,6400,6260,48.33,210,9680,5360,1164,11469507,530,1146
130,모비스,250060,2850,2850,55,2845,-1.89,2905,459411,2905,1310,2915,100,2825,3775,3795,2035,2045,-950.00,-3,3565,2070,917,32171314,342,3217
131,모트렉스,118990,6200,6210,240,6200,-3.73,6440,1619038,6510,10362,6560,100,6200,8370,8190,4510,4410,-21.23,-292,8880,2900,2418,39001039,220,3900
132,미래에셋대우스팩3호,328380,2165,2165,5,2160,-0.23,2170,15662,2180,34,2180,100,2155,2820,2810,1520,1520,721.67,3,2820,1965,140,6482000,14,648
133,미스터블루,207760,10500,10500,50,10450,+0.48,10450,118910,10450,1243,10550,100,10350,13550,13450,7350,7250,19.09,550,14150,8930,2600,24761635,121,2476
134,미코바이오메드,214610,16600,16600,1600,16550,+10.67,15000,1142687,15050,18804,17300,500,15050,19500,19650,10500,10650,-42.03,-395,30000,9630,3036,18291100,0,9142
135,바디텍메드,206640,22350,22350,500,22300,-2.19,22850,118564,22850,2672,23050,1000,22250,29700,29600,16000,16000,9.65,2316,39700,16200,5249,23486560,1185,23486
136,브랜드엑스코퍼레이션,337930,13550,13600,200,13550,-1.45,13750,88680,13850,1205,13850,500,13400,17850,17550,9650,9450,34.22,396,16500,10000,2674,19734831,108,9867
137,삼보판지,23600,16100,16100,200,16050,-1.23,16300,37551,16300,606,16300,500,16000,21150,21150,11450,11450,5.91,2724,19300,7120,2603,16170000,564,8085
138,삼성스팩4호,377630,7640,7640,50,7620,-0.65,7690,209378,7650,1608,7800,100,7600,9990,10000,5390,5390,N/A,N/A,12900,2070,307,4020000,5,402
139,삼아제약,9300,16200,16200,0,16150,0.00,16200,13644,16250,218,16250,1000,15900,21050,21100,11350,11400,-62.55,-259,23900,14300,1032,6370000,26,6370
140,상지카일룸,42940,1670,1670,55,1665,+3.41,1615,1619446,1620,2649,1690,500,1575,2095,2240,1135,1210,-8.15,-205,2100,1070,1194,71480195,964,30297
141,샘씨엔에스,252990,8050,8070,390,8050,-4.62,8440,1365960,8470,11280,8490,500,8040,10950,10850,5910,5850,N/A,N/A,10600,6230,4037,50153846,274,25076
142,서암기계공업,100660,6610,6610,130,6600,+2.01,6480,300127,6480,1966,6700,500,6390,8420,8280,4540,4460,169.49,39,8070,4140,833,12600000,164,6300
143,선진뷰티사이언스,86710,19150,19200,350,19150,-1.79,19500,41142,19600,793,19600,500,19050,25350,24300,13650,13100,35.20,544,38850,17550,1171,6115650,44,3057
144,성창오토텍,80470,9900,9900,100,9890,-1.00,10000,44618,10000,444,10100,500,9860,13000,12800,7000,6910,29.12,340,12500,7250,723,7300000,265,3650
145,세보엠이씨,11560,7170,7170,30,7160,-0.42,7200,19121,7260,138,7340,500,7140,9360,9380,5040,5060,13.33,538,8930,5020,755,10530000,680,5265
146,셀바스헬스케어,208370,2750,2780,90,2750,-3.17,2840,96776,2845,269,2850,500,2750,3690,3705,1990,1995,-94.83,-29,3470,1710,596,21680564,629,10840
147,셀트리온제약,68760,139000,139200,4600,139000,-3.20,143600,220001,144500,30830,144500,500,138700,186600,187000,100600,100800,194.95,713,274200,100500,50799,36546204,2697,18273
148,솔고바이오,43100,1385,1385,65,1380,-4.48,1450,1950326,1450,2721,1450,500,1350,1885,1850,1015,1000,65.95,21,2175,588,842,60759208,461,30379
149,스타모빌리티,158310,1015,0,0,0,0.00,1015,0,0,0,0,500,0,0,0,0,0,-0.01,-71657,0,0,483,47606174,64,23803
150,스튜디오산타클로스,204630,2920,2940,55,2920,-1.85,2975,149259,2975,439,3005,100,2920,3865,3945,2085,2125,-4.87,-600,3645,1875,860,29453855,0,2945
151,스페코,13810,7360,7360,180,7350,-2.39,7540,121579,7540,901,7560,500,7340,9800,9820,5280,5300,10.94,673,13550,5330,1079,14655470,157,7327
152,승일,49830,18000,18100,500,18000,-2.70,18500,210629,18900,3952,19300,500,17850,24050,22600,12950,12200,600.00,30,31650,7790,1104,6132112,147,3066
153,시티랩스,139050,686,686,15,685,+2.24,671,539388,671,364,688,500,665,872,876,470,472,-6.02,-114,1625,494,609,88760992,2757,44380
154,신영스팩6호,344050,2350,2360,25,2350,+1.08,2325,272796,2320,638,2375,100,2300,3020,3100,1630,1670,1175.00,2,4925,1985,101,4305000,5,430
155,쌍용정보통신,10280,1200,1205,15,1200,-1.23,1215,112655,1225,135,1225,500,1195,1575,1570,855,850,-3.14,-382,2220,1050,486,40464034,254,20232
156,썸에이지,208640,3295,3300,65,3295,-1.93,3360,611096,3370,2012,3385,100,3255,4365,4335,2355,2335,47.07,70,5210,632,4495,136414016,313,13641
157,쎄미시스코,136510,41900,41900,2400,41850,+6.08,39500,643597,39600,26485,42250,500,39500,51300,51800,27650,27950,-24.15,-1735,53900,5370,2875,6860914,105,3430
158,씨케이에이치,900120,296,296,5,295,-1.66,301,204981,301,61,303,0.05 US,294,391,384,211,208,-0.58,-506,579,198,346,116745963,28196,5
159,아나패스,123860,23550,23650,300,23550,+1.29,23250,23687,23250,552,23750,500,23100,30200,29800,16300,16100,-6.58,-3581,30050,19600,2668,11328633,60,5664
160,아이비김영,339950,4520,4525,95,4520,+2.15,4425,1150274,4400,5087,4590,100,4255,5750,5720,3100,3085,-347.69,-13,5400,1435,2032,44946655,14,4494
161,아이센스,99190,32450,32500,1150,32450,-3.42,33600,161433,33950,5351,34400,500,32450,43650,43550,23550,23450,16.34,1986,34800,22900,4458,13737238,5312,6868
162,아이씨디,40910,15050,15100,200,15050,-1.31,15250,49677,15150,751,15300,500,15000,19800,19600,10700,10600,9.51,1583,19850,13800,2719,18065413,971,9032
163,아이씨케이,68940,3940,3940,120,3935,+3.14,3820,1201266,3820,4722,3995,200,3765,4965,4975,2675,2685,-32.30,-122,5400,3260,1366,34679722,136,6935
164,아이오케이,78860,1700,1705,20,1700,-1.16,1720,1572172,1720,2681,1730,500,1690,2235,2210,1205,1190,-37.78,-45,3525,1305,1444,84962857,1582,42481
165,아이원스,114810,9540,0,0,0,0.00,9540,0,0,0,0,500,0,12400,12400,6680,6680,47.94,199,13050,5300,2433,25503174,829,12751
166,아이즈비전,31310,4535,4565,65,4535,+1.45,4470,258713,4475,1161,4620,500,4415,5810,5780,3130,3115,4.62,981,5900,3250,746,16439898,263,8219
167,아이큐어,175250,41350,41350,500,41300,-1.19,41850,99900,41850,4129,41950,500,41100,54400,52700,29300,28450,-23.83,-1735,82500,38850,3735,9033027,113,4516
168,아이티센,124500,5860,5870,60,5860,-1.01,5920,282482,5960,1653,5960,500,5790,7690,7800,4150,4200,15.54,377,8400,4900,1167,19907333,195,9953
169,알에프세미,96610,4535,4545,140,4535,-2.99,4675,67895,4720,310,4720,500,4505,6070,6120,3275,3305,-2.06,-2197,7850,4300,465,10248666,0,5124
170,알에프텍,61040,7050,7060,40,7050,-0.56,7090,220963,7090,1565,7160,500,7030,9210,9240,4970,4980,-5.05,-1396,14700,7000,2262,32089259,1824,16044
171,애니플러스,310200,3575,3575,45,3570,-1.24,3620,198079,3620,714,3690,100,3560,4705,4725,2535,2545,53.36,67,5280,1335,1051,29397849,1063,2939
172,앤디포스,238090,10350,10400,150,10350,-1.43,10500,133484,10500,1392,10650,500,10300,13650,13650,7350,7350,11.30,916,13100,3340,2488,24038122,117,12019
173,어보브반도체,102120,14300,14350,250,14300,-1.72,14550,92635,14650,1342,14750,500,14300,18900,18950,10200,10250,20.25,706,19100,9300,2497,17459653,186,8729
174,에스앤더블류,103230,2505,0,0,0,0.00,2505,0,0,0,0,500,0,3255,3255,1755,1755,18.98,132,3775,1775,180,7200000,55,3600
175,에스앤에스텍,101490,31750,31800,900,31750,-2.76,32650,158844,32500,5073,32600,500,31700,42400,42150,22900,22750,61.53,516,53400,28000,6811,21451447,915,10725
176,에스에너지,95910,4800,4800,90,4795,-1.84,4890,120769,4930,582,4945,500,4750,6350,5990,3425,3235,-3.29,-1461,10250,4490,715,14896669,457,7448
177,에쎈테크,43340,1605,1610,35,1605,-2.13,1640,1934295,1630,3126,1655,500,1590,2130,2200,1150,1190,-100.31,-16,2195,992,1156,72000000,797,36000
178,에이디테크놀로지,200710,23750,23800,200,23750,-0.84,23950,51606,24000,1228,24100,500,23550,31100,31000,16800,16700,49.69,478,34900,21200,3166,13329832,32,6959
179,에이루트,96690,1640,1640,165,1635,-9.14,1805,2926980,1780,4941,1800,500,1635,2345,2300,1265,1240,-3.75,-437,10950,1570,316,19250139,310,9279
180,에이스토리,241840,32450,32500,750,32450,-2.26,33200,128694,33100,4207,33300,500,32350,43150,44350,23250,23950,-54.26,-598,54000,6850,3093,9531760,547,4765
181,에이티넘인베스트,21080,4280,4285,120,4280,-2.73,4400,626681,4405,2710,4425,500,4280,5720,5850,3080,3150,10.75,398,7480,1845,2054,48000000,1872,24000
